wucha_min_ceil,count,mean,std,min,25%,50%,75%,max
149,126.0,10027841276.880953,1473954.9054353468,10025613771.0,10026436611.75,10028163887.5,10029165586.75,10031603540.0
150,89.0,10028097115.438202,1496998.2321686212,10025616221.0,10026678304.0,10028164563.0,10029168361.0,10030799960.0
151,50.0,10027713326.9,1728072.397345363,10025621443.0,10026252992.0,10026846634.5,10029558560.0,10030655104.0
152,41.0,10028581216.0,1720025.146570465,10026044623.0,10026275906.0,10029169459.0,10029653739.0,10031230863.0
153,121.0,10028789649.13223,1914813.6985977816,10025626957.0,10026472581.0,10030203148.0,10030380237.0,10031830673.0
154,41.0,10029147765.487804,1606976.0784710224,10025666733.0,10028695330.0,10029661453.0,10030369430.0,10030953478.0
155,36.0,10029321541.694445,1729117.779482801,10025620885.0,10028669881.25,10029771118.5,10030364915.25,10031631415.0
156,52.0,10028430595.826923,1872158.8787403652,10025609373.0,10026463010.5,10028944410.0,10029924107.5,10031635853.0
157,118.0,10027241488.940678,1459946.1395359603,10025627607.0,10026278034.5,10026516815.5,10027656852.5,10031637471.0
158,37.0,10028676655.513514,2005447.4975046734,10025610119.0,10026511666.0,10029670705.0,10030681761.0,10031643107.0
159,44.0,10028363584.25,1734160.8297587186,10025613900.0,10026789348.5,10028617697.5,10029780391.5,10031646351.0
160,68.0,10028169796.367647,1670435.430714854,10025668054.0,10026498790.0,10028376127.5,10029450192.75,10031796430.0
161,151.0,10029502430.58278,966158.0002791769,10025622282.0,10029004447.5,10029928088.0,10029928669.5,10031656635.0
162,191.0,10028419835.801046,1201006.5719551959,10026044534.0,10028089931.0,10029003882.0,10029004400.5,10031659433.0
163,117.0,10027878084.452991,1761315.3827502222,10025628270.0,10026044807.0,10028089913.0,10029711038.0,10030705787.0
164,110.0,10028590494.472727,1331188.6792024372,10026044522.0,10028089643.5,10028089776.0,10029715434.0,10031669787.0
165,50.0,10028653759.42,1775257.5441133922,10025635168.0,10027597763.25,10029003832.5,10029876731.75,10031674883.0
166,53.0,10028503938.037735,1953514.55676203,10025637696.0,10026599457.0,10027616305.0,10030596769.0,10031677352.0
167,41.0,10027393055.487804,1662261.2900649693,10025649737.0,10026591303.0,10026591353.0,10029252485.0,10031682091.0
168,51.0,10027698463.80392,1727596.348747531,10025651388.0,10026041772.5,10027440807.0,10029255460.5,10031686196.0
169,106.0,10027237286.632076,1711514.054549988,10025655298.0,10025655501.75,10026577882.5,10028090686.75,10030733905.0
170,100.0,10027781562.84,1664204.9484618485,10025661892.0,10026625763.0,10027036733.5,10029207033.5,10031695697.0
171,43.0,10028912939.11628,1833564.7075062906,10026040506.0,10027048756.0,10029275285.0,10030739463.0,10031854765.0
172,33.0,10028491892.787878,2169696.8092465526,10025669778.0,10026041686.0,10029277626.0,10030745545.0,10031786411.0
173,75.0,10028510237.613333,1270196.240403766,10026040430.0,10028089854.5,10028090013.0,10029523274.5,10031055745.0
174,120.0,10027900404.95,1512127.4538613718,10025657725.0,10026672952.25,10028089691.0,10028456000.5,10031788927.0
175,91.0,10028754766.076923,1867754.8367759038,10025768910.0,10026956517.0,10028090861.0,10030757512.0,10031796977.0
176,34.0,10029001166.764706,1885934.169940321,10026040420.0,10027208762.25,10029300183.5,10030763450.75,10031718340.0
177,52.0,10028221133.461538,1639136.5900154952,10025993896.0,10026657044.25,10028090083.5,10029792043.0,10030771130.0
178,53.0,10029615842.45283,2059348.8910020294,10026040387.0,10028090054.0,10029801519.0,10031795983.0,10031796978.0
179,68.0,10027690373.985294,1690417.022681721,10025657977.0,10026715480.75,10026715855.5,10029313899.0,10030781234.0
180,57.0,10028217471.070175,2048059.7947506653,10025680254.0,10026041536.0,10027876080.0,10030064808.0,10031734654.0
181,68.0,10027343460.75,1871391.8333948974,10025685449.0,10026038087.5,10026299998.5,10029352571.0,10031739680.0
182,40.0,10028876842.7,1976845.2588794122,10026037777.0,10026758725.5,10029821654.0,10030747705.75,10031879662.0
183,67.0,10027936173.283583,1774101.0719660919,10025768043.0,10026754426.5,10026755271.0,10029335526.0,10032030406.0
184,130.0,10027440664.930769,1172767.020723412,10025674703.0,10027450055.0,10027451805.0,10027451961.75,10031751055.0
185,57.0,10027549021.719297,1587335.6359740815,10026037684.0,10026664619.0,10026665001.0,10029235505.0,10031752931.0
186,102.0,10027567796.17647,1626212.007531908,10026033668.0,10026666412.25,10026794614.5,10027798431.0,10031757382.0
187,96.0,10028354539.635416,1797304.6846325083,10026033666.0,10026666960.75,10028283645.5,10029976722.75,10031205854.0
188,46.0,10028450145.586956,1898035.8659100146,10025810391.0,10026778124.75,10028093001.0,10030366832.75,10032030016.0
189,54.0,10028579986.907408,1779051.5566497818,10026033647.0,10026840783.25,10028116861.0,10030222637.0,10032030392.0
190,86.0,10027953923.767443,1574157.3603708236,10026033624.0,10026835684.5,10026836737.5,10029112434.75,10031769382.0
191,121.0,10027512954.818182,1438815.8603490235,10025767993.0,10026834743.0,10026838465.0,10028008001.0,10031774856.0
192,90.0,10027957135.444445,1693353.4540545363,10025974628.0,10026843713.25,10026844783.0,10029379878.0,10032029785.0
193,134.0,10027300614.47015,1246665.676018286,10025935821.0,10026845589.25,10026847061.5,10026875861.5,10030969535.0
194,79.0,10028163655.101265,1860606.7789887832,10025767916.0,10026857774.5,10026875888.0,10029887044.0,10031785595.0
195,50.0,10027920785.56,1872364.533736661,10026031950.0,10026677929.25,10026691434.5,10029892244.75,10031786554.0
196,77.0,10027555593.25974,1484040.8457814676,10025810935.0,10026859435.0,10026912230.0,10026920844.0,10030998813.0
197,78.0,10028103442.576923,1675426.0939365756,10026031919.0,10026668477.5,10027354272.5,10029905085.25,10031794830.0
198,242.0,10029262852.731405,1436009.23384403,10025767992.0,10028507102.25,10030199606.5,10030201634.75,10032030399.0
199,60.0,10028309070.966667,1836673.1073690392,10026031870.0,10026676446.75,10026918382.0,10029915647.0,10031739009.0
200,52.0,10028752030.211538,1867723.7614188355,10026031865.0,10026677730.75,10029424339.5,10030209211.75,10031013380.0
201,48.0,10028257629.229166,1716986.9944351893,10025963530.0,10026956156.75,10027384294.5,10029925032.25,10031138604.0
202,96.0,10029163127.635416,1790754.1881920446,10025768040.0,10027812000.75,10030204748.5,10030205183.25,10031022314.0
203,94.0,10028598887.053192,1742223.8501761633,10025801270.0,10026890577.75,10028705350.5,10030209949.75,10032030391.0
204,107.0,10027672457.336449,1445019.6333514338,10026030703.0,10026730400.0,10026994804.0,10028209447.0,10031828213.0
205,72.0,10028402550.916666,1177539.3186746833,10025851826.0,10028212683.75,10028213304.5,10028214825.25,10031638528.0
206,35.0,10028311982.0,1925833.7762838786,10026030663.0,10027032471.0,10027032941.0,10030900880.5,10031837243.0
207,62.0,10028234319.193548,1532812.0229359004,10026030575.0,10027034149.0,10028219494.0,10029403922.0,10031839151.0
208,42.0,10028773628.761906,1786136.8327998647,10026030572.0,10027608175.25,10028402363.5,10030778151.5,10031841916.0
209,189.0,10028486816.179893,1446514.0588106206,10025843109.0,10027669337.0,10028654122.0,10029530491.0,10032096555.0
210,72.0,10028226885.694445,1618327.3024036891,10026031460.0,10027069501.25,10027079840.5,10029471858.5,10031847980.0
211,42.0,10028203239.261906,1721130.7234778304,10025801268.0,10026929527.5,10028090642.5,10029478556.25,10030924057.0
212,36.0,10028817654.38889,1895724.63119885,10026030529.0,10026929808.5,10029468974.0,10030924263.75,10031854670.0
213,63.0,10029089025.492064,1644273.3817598864,10025978195.0,10026933908.5,10029490567.0,10030285871.5,10030932416.0
214,68.0,10028642202.955883,1412466.0381312722,10026030510.0,10028622170.75,10028623335.5,10029256649.25,10031069058.0
215,69.0,10028068039.26087,1660912.000463943,10025964353.0,10027107497.0,10027109901.0,10029497187.0,10032030389.0
216,34.0,10028499701.941177,2148460.8371278816,10025974125.0,10026031357.25,10028440475.5,10030941850.0,10031075448.0
217,45.0,10028290544.266666,2068632.743238947,10025970414.0,10026030432.0,10028760900.0,10030473349.0,10031874088.0
218,34.0,10028152225.294117,1999184.2614756878,10025974126.0,10026568472.75,10027409191.0,10029517750.5,10031876877.0
219,54.0,10029604661.518518,1853666.8476891222,10026020991.0,10028645061.5,10029519692.5,10031788556.25,10031878567.0
220,60.0,10028387736.133333,1842169.8304732142,10025852563.0,10027144147.75,10027146067.0,10029530613.0,10031881125.0
221,60.0,10029336921.083334,1533555.7674535932,10026027384.0,10029098660.0,10029530158.5,10030272306.0,10031305285.0
222,46.0,10029099937.043478,1565989.3334883214,10025875898.0,10028389989.25,10029529937.5,10029536002.75,10031890928.0
223,22.0,10029341028.5,1959204.2871185946,10026027380.0,10028020253.25,10029534630.0,10030970057.0,10032100398.0
224,36.0,10028906594.0,1953885.8568753703,10025864988.0,10026604993.75,10029911002.5,10030146964.25,10031895942.0
225,45.0,10028634596.533333,1677393.8265063372,10026027367.0,10027195263.0,10028090510.0,10029890149.0,10031897630.0
226,61.0,10027827016.819672,1700020.183809754,10026027362.0,10026530060.0,10027184683.0,10029130007.0,10031904106.0
227,38.0,10028357478.157894,2058374.77567848,10025851409.0,10026028033.5,10028091442.5,10030124597.25,10031913256.0
228,19.0,10028919509.947369,2224352.566578281,10026027337.0,10026028018.0,10029703629.0,10030991002.5,10031122503.0
229,33.0,10028788806.30303,2308618.9082474923,10025868801.0,10026027323.0,10029569012.0,10030996224.0,10031304384.0
230,30.0,10028635662.2,2240074.898068557,10025868174.0,10026319764.25,10028386293.5,10030999971.5,10031926288.0
231,32.0,10028857053.84375,1805799.799397327,10025864487.0,10027027765.5,10029378376.5,10030036394.0,10031006236.0
232,28.0,10028648690.785715,2129387.2509362763,10025864510.0,10026897103.75,10028653339.5,10031006861.25,10031929698.0
233,24.0,10028166973.791666,1906263.997532277,10026024815.0,10026024830.5,10029105116.5,10029270362.75,10031014396.0
234,24.0,10028910820.875,2234011.853713274,10026020373.0,10026317694.0,10029597068.5,10031015556.0,10031144371.0
235,29.0,10028075676.241379,1972161.2383805101,10026020369.0,10026024768.0,10028247076.0,10029604029.0,10031021376.0
236,65.0,10028800641.584616,1579974.815559184,10026020356.0,10028867974.0,10028869284.0,10029196224.0,10031944879.0
237,123.0,10028348260.650406,1628449.7309742977,10026020339.0,10026426923.5,10028870092.0,10030056690.5,10031029861.0
238,73.0,10027908370.109589,1724818.2953894301,10026020330.0,10026360933.0,10027269961.0,10029188177.0,10031951960.0
239,84.0,10028121037.404762,1714967.2552482774,10026017773.0,10026364366.25,10029191209.0,10029192818.25,10031955245.0
240,72.0,10028397059.722221,1770865.5204838593,10026017765.0,10026438532.5,10029068966.0,10030053247.25,10031956831.0
241,74.0,10028068678.513514,1874989.7914322587,10026017764.0,10026387583.25,10027481412.5,10029237935.0,10031962211.0
242,78.0,10027745057.820513,1612051.8687674063,10026017769.0,10026390726.5,10027385259.5,10028288809.75,10031172366.0
243,57.0,10027903930.017544,2069521.2835434868,10026017714.0,10026325276.0,10026433892.0,10030619604.0,10031212712.0
244,73.0,10027655308.123287,1638449.2538908888,10026017713.0,10026397776.0,10027151139.0,10028116200.0,10031972061.0
245,75.0,10027601072.826666,1645235.0272654004,10026017680.0,10026385657.5,10026400858.0,10029223469.5,10031060985.0
246,78.0,10027552476.141026,1750194.013441276,10026017670.0,10026387559.5,10026440581.0,10029071321.0,10031976504.0
247,109.0,10027721592.165138,1658547.9630174753,10026014948.0,10026391709.0,10026415314.0,10029168222.0,10031979930.0
248,92.0,10026985205.77174,1151332.3319428156,10026014944.0,10026372164.5,10026396800.5,10027343086.25,10031196252.0
249,79.0,10027236024.215189,1796065.0147689367,10026014766.0,10026358419.5,10026398411.0,10026423412.0,10032030375.0
250,649.0,10031247853.189522,1920294.5019241225,10026014769.0,10032029390.0,10032030136.0,10032030832.0,10032031442.0
251,119.0,10028417514.554623,2513700.542449102,10026014753.0,10026403312.5,10026414044.0,10032029602.5,10032029942.0
252,118.0,10027485580.338984,1562504.187540969,10026014751.0,10026372190.5,10026662816.5,10027379270.5,10032029903.0
253,68.0,10027404077.455883,1717136.3745168955,10026014733.0,10026413437.0,10026435903.5,10028090497.75,10031999052.0
254,89.0,10027462402.7191,1697424.217858066,10026014720.0,10026381960.0,10026440528.0,10028094653.0,10032004254.0
255,51.0,10027792397.470589,1979034.90656128,10026010629.0,10026336605.5,10026382037.0,10029711892.5,10032008699.0
256,75.0,10027798391.453333,1544531.7155279932,10026008403.0,10026383782.5,10027412930.0,10028458104.5,10032011472.0
257,28.0,10027941583.071428,2096502.5612722682,10026008395.0,10026342110.75,10026343125.0,10029910907.75,10031105709.0
258,26.0,10028448172.461538,2337704.454269722,10026008393.0,10026345547.5,10027675044.0,10031107716.25,10032018922.0
259,45.0,10027970412.911112,1745111.943343435,10026008388.0,10026351078.0,10027458018.0,10029288749.0,10031113966.0
260,52.0,10027903134.153847,1672498.2552950995,10026008366.0,10027292152.5,10027448800.0,10028090528.5,10032024045.0
261,30.0,10028903579.233334,1787810.2889001449,10026008364.0,10028020992.75,10029062190.0,10030756182.0,10031122316.0
262,46.0,10027907626.434782,2112540.2950078915,10026008350.0,10026272243.5,10026273079.0,10029746638.0,10032031911.0
263,40.0,10028564673.4,1977663.2600430467,10026005880.0,10026680743.0,10028021608.5,10030990208.0,10031274433.0
264,58.0,10027902843.293104,1568511.8815485644,10026005231.0,10027473273.75,10027482772.5,10027956419.5,10031283992.0
265,19.0,10028848333.578947,2201052.0728809894,10026002127.0,10026005852.5,10029352952.0,10031134834.0,10031403737.0
266,27.0,10029157493.74074,2239318.011143805,10026002129.0,10026549822.5,10029771535.0,10031138177.0,10032047215.0
267,37.0,10028392763.432432,1835484.5857785158,10026272214.0,10026549820.0,10027525259.0,10029779589.0,10031143001.0
268,96.0,10027401950.760416,1683143.1523692042,10026027637.0,10026272195.25,10026273020.0,10027526178.5,10032051800.0
269,61.0,10028882873.704918,2050381.191341164,10026297504.0,10026441735.0,10029787774.0,10030770123.0,10032054148.0
270,42.0,10030462344.809525,793107.0431136026,10027666449.0,10030614400.25,10030769406.5,10030770386.75,10031334874.0
271,60.0,10027713351.9,1876828.1811925762,10026425000.0,10026441856.75,10026442811.5,10029401692.0,10032060645.0
272,19.0,10029437963.157894,1762153.9167211517,10026319661.0,10027803166.0,10029808174.0,10031159287.0,10031350550.0
273,18.0,10028467393.722221,1969430.9717410854,10026033937.0,10026229868.5,10028618628.0,10029815606.5,10031163850.0
274,47.0,10028440381.80851,1751622.5083372004,10026315265.0,10026315607.0,10028612229.0,10029820391.0,10031364071.0
275,18.0,10030066232.833334,1467944.3582865943,10026297503.0,10029826592.5,10029895671.5,10031170651.5,10032076394.0
276,39.0,10028804803.897436,1662463.1144376958,10026027638.0,10027567341.0,10028967921.0,10029835862.5,10031375351.0
277,34.0,10028743932.32353,1723461.2740194749,10026069578.0,10027567509.25,10027731351.0,10030405436.0,10031178849.0
278,29.0,10029319778.724138,1692741.3388822223,10026334036.0,10027731962.0,10029299612.0,10031180905.0,10032085852.0
279,53.0,10030413127.962265,953055.9751482831,10027731646.0,10030622107.0,10030623297.0,10030623315.0,10032090993.0
280,71.0,10029236129.380281,1836526.5551751559,10026297411.0,10027731271.5,10030622102.0,10030625793.0,10032093098.0
281,46.0,10028957665.913044,1227973.2302128093,10026422193.0,10028591592.25,10028705908.5,10029406861.0,10032095354.0
282,140.0,10028822945.7,1768735.5499615239,10026098881.0,10027266316.75,10028788611.0,10030445175.25,10032134748.0
283,44.0,10029758588.113636,1801218.1346487433,10026393952.0,10027742310.75,10031102041.5,10031102062.5,10031718197.0
284,27.0,10029548388.25926,1628598.1219237556,10027021320.0,10027731670.5,10029874517.0,10031203833.0,10032105542.0
285,39.0,10028389951.384615,2237917.5129269366,10026070448.0,10026315501.5,10027731680.0,10031206881.5,10032110795.0
286,29.0,10028880568.551723,1753735.786404607,10026777855.0,10027669633.0,10028069208.0,10030752701.0,10031429012.0
287,46.0,10028626154.02174,1656205.6407987303,10026295511.0,10027664559.25,10027664590.0,10029889728.75,10032286139.0
288,29.0,10030579653.275862,1441134.1676696094,10027022075.0,10029896893.0,10031218691.0,10031788553.0,10031789956.0
289,19.0,10030326034.68421,1316253.8150870132,10026822096.0,10029547198.0,10031224675.0,10031227436.5,10031713342.0
290,23.0,10029157703.565218,1918090.445894179,10026809362.0,10027688684.5,10028955046.0,10031232890.0,10032296906.0
291,60.0,10028312186.4,1416115.0668181463,10026201429.0,10027693178.75,10027698177.0,10028038275.5,10032296394.0
292,15.0,10030341775.266666,1438610.3961421277,10027999057.0,10029579748.5,10031240560.0,10031243793.5,10032130827.0
293,15.0,10030405292.0,1491352.7090587928,10026821624.0,10029925048.5,10031245543.0,10031249430.0,10032132479.0
294,21.0,10029615956.952381,1594015.0170035877,10027735104.0,10027997256.0,10029926551.0,10031252470.0,10031784961.0
